ID_Employe,Age,Sexe,Departement,Annees_Experience,Niveau_Etudes,Salaire_Mensuel_BIF,Travail_A_Distance,Heures_Supplementaires,Heures_Formation,Anciennete_Entreprise,Nombre_Promotions,Evaluation_Performance,Equilibre_Vie_Travail,Satisfaction_Salaire,Nombre_Absences,Satisfait,Departement_Administration,Departement_Commercial,Departement_Finance,Departement_Informatique,Departement_Logistique,Departement_Marketing,Departement_Production,Departement_Recherche et Développement,Departement_Ressources Humaines,Departement_Support Client
259,1.1433726532884105,Femme,Informatique,3.0,Master,-0.5998860278363778,Non,-0.7611156357165423,0.12898082840815453,1.0,1.0,3.0,3.0,1.0,-0.6063866083344998,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
349,0.11828708429879005,Homme,Marketing,7.0,Licence,-0.4271737849360118,Oui,-0.5848436073788863,-0.5144126741679413,1.0,0.0,1.0,0.0,1.0,-1.0800120065481915,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
377,-0.3942557001960202,Femme,Administration,7.0,Licence,-0.7777275146574193,Non,-1.2017957065606821,-1.0700706991200242,6.0,0.0,2.0,1.0,0.0,0.10405148898603793,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,-1.6756126614330458,Femme,Administration,2.0,Licence,-0.9276515810570177,Non,0.6490605909847055,0.4214324204881981,2.0,1.0,2.0,4.0,2.0,0.5776768871997298,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,-1.1630698769382355,Femme,Production,4.0,Master,-0.7824845724684274,Non,-1.4662037490671662,0.012000191576137085,1.0,1.0,1.0,1.0,1.0,0.6960832367531526,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
282,0.03286328688298834,Femme,Production,1.0,Secondaire,-1.2119111747047853,Non,-0.40857157904123037,1.1233162414803026,0.0,1.0,3.0,3.0,3.0,1.6433340331805364,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
343,-0.13798430794861508,Homme,Support Client,10.8,Secondaire,-0.5325509247211248,Non,-0.7611156357165423,-1.6549738832801113,1.0,1.0,1.0,2.0,1.0,0.45927053764630676,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,-0.47967949761182194,Homme,Administration,6.0,Licence,-0.7552393951752986,Non,-0.40857157904123037,-1.3332771319920635,6.0,0.0,3.0,1.0,4.0,1.1697086349668444,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.024056709829812936,Homme,Recherche et Développement,22.0,Licence,1.6014430512403044,Oui,0.6490605909847055,1.561993629600368,14.0,1.2,1.0,2.0,1.0,0.22245783853946088,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
363,0.9725250584568071,Homme,Marketing,21.0,Licence,0.8883823588335118,Non,-1.3780677348983381,-0.4559223557519327,7.0,3.0,5.0,1.0,0.0,1.5249276836271133,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
340,-0.7359508898592271,Homme,Commercial,2.0,Master,-0.8603320578254251,Non,0.2965165343093935,0.12898082840815453,1.0,0.0,4.0,2.0,1.0,0.8144895863065756,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,-1.5047650666014425,Homme,Production,4.0,Secondaire,-1.0789818762151588,Non,0.12024450597173755,-0.2804514005039065,4.0,2.0,1.0,3.0,3.0,-0.3695739092276539,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
272,-0.6505270924434253,Homme,Administration,9.0,Licence,-0.434742146198649,Non,-0.1441635365347464,1.70821942564039,5.0,2.0,3.0,3.0,2.0,1.5249276836271133,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,-1.2484936743540374,Femme,Production,7.0,Master,-0.3406563828383062,Non,-1.1136596923918543,0.041245350784141446,6.0,2.0,2.0,1.0,0.0,0.9328959358599986,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
169,0.8871012610410054,Femme,Informatique,20.0,Secondaire,0.5160658397692892,Non,1.4422847185041574,1.5912387888083726,10.0,4.0,2.894845360824742,3.0,4.0,0.3408641880928838,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
502,-0.05256051053281337,Homme,Logistique,18.0,Licence,0.41508857453644904,Oui,1.7066927610106413,-1.8011996793201333,16.0,4.0,4.0,2.0,2.0,1.0513022854134215,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
222,-0.3088319027802185,Homme,Administration,14.0,Licence,0.012164619119581868,Oui,1.4422847185041574,-0.030571112343143542,11.0,1.0,1.0,2.0,3.0,-1.5536374047618835,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-1.1630698769382355,Femme,Production,3.0,Licence,-0.9561073730138406,Non,-0.4967075932100583,1.386522674352342,2.0,0.0,5.0,2.0,0.0,0.10405148898603793,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
280,-0.8213746872750287,Homme,Production,9.0,Secondaire,-0.6165668899422267,Non,0.5609245768158775,-1.128561017536033,7.0,2.0,5.0,3.0,4.0,-0.48798025878107687,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
409,-1.4193412691856406,Homme,Commercial,0.0,Licence,-1.1461225193010196,Non,-1.3780677348983381,1.0355807638562897,0.0,1.0,2.0,3.0,1.0,-0.014354860567385028,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,-0.13798430794861508,Homme,Recherche et Développement,17.0,Master,1.2021617927888422,Non,-1.6424757774048222,0.9478452862322766,3.0,1.0,5.0,2.0,3.0,-0.25116755967423093,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
395,-1.4193412691856406,Femme,Administration,1.0,Licence,-1.1132489647773507,Non,0.20838052014056554,0.39218726128019377,1.0,1.0,4.0,4.0,3.0,1.1697086349668444,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,-1.1630698769382355,Femme,Marketing,5.0,Master,-0.29531834435350396,Oui,-1.2899317207295102,-1.128561017536033,2.0,0.0,2.0,2.0,4.0,1.6433340331805364,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
162,0.45998227396199687,Homme,Informatique,21.0,Doctorat,1.988563344945649,Oui,-1.3780677348983381,-1.216296495160046,15.0,1.0,3.0,3.0,4.0,0.6960832367531526,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
482,1.2287964507042122,Homme,Administration,10.8,Licence,0.2931015476710516,Oui,1.2660126901665014,1.4450129927683506,3.0,2.0,1.0,3.0,3.0,1.5249276836271133,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.20371088171459176,Homme,Production,12.0,Master,0.42838167749523015,Non,1.4422847185041574,-0.075735286047876,2.0,1.0,5.0,2.0,2.0,-0.014354860567385028,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
374,-0.7359508898592271,Homme,Production,6.0,Secondaire,-0.977169644624661,Non,-0.3204355648724024,-0.806864266247985,4.0,0.0,2.894845360824742,3.0,2.0,4.921082158802247e-05,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
105,1.314220248120014,Femme,Finance,13.0,Master,0.012164619119581868,Non,-1.0255236782230261,-0.4559223557519327,6.0,2.0,1.0,0.0,1.0,-0.25116755967423093,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,0.6308298687936003,Femme,Informatique,0.0,Licence,-1.0925894620107908,Oui,-1.2899317207295102,-0.30969655971191085,0.0,1.0,1.0,2.0,1.0,0.5776768871997298,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
352,0.024056709829812936,Homme,Logistique,18.0,Doctorat,1.6304175956197493,Non,0.3846525484782215,-1.0993158583280285,6.0,0.0,3.0,2.0,4.0,0.5776768871997298,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
119,-0.6505270924434253,Femme,Informatique,3.0,Licence,-0.6490653731925872,Non,1.7948287751794691,-0.9530900622880067,5.350515463917525,0.0,3.0,4.0,0.0,1.1697086349668444,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
113,1.314220248120014,Homme,Marketing,11.0,Licence,-0.34184449322560184,Non,0.6490605909847055,-0.48516751495993704,9.0,3.0,5.0,2.0,0.0,-0.3695739092276539,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
396,0.024056709829812936,Femme,Ressources Humaines,18.0,Licence,0.4200816387332773,Non,1.0016046476600173,-0.22196108208789778,11.0,0.0,1.0,0.0,2.0,0.8144895863065756,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
295,-1.4193412691856406,Femme,Recherche et Développement,1.0,Secondaire,0.012164619119581868,Oui,1.4422847185041574,0.7723743309842505,1.0,0.0,5.0,2.0,3.0,-0.48798025878107687,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
97,-1.2484936743540374,Homme,Finance,4.0,Licence,-0.7975428185426711,Non,-1.554339763235994,-0.894599743871998,2.0,0.0,4.0,3.0,4.0,1.7617403827339593,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,1.5704916403674192,Homme,Finance,1.0,Master,-0.922791811420396,Oui,1.2660126901665014,-0.19271592287989342,0.0,0.0,2.0,2.0,4.0,0.22245783853946088,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,-0.13798430794861508,Homme,Commercial,18.0,Doctorat,1.9504716834611668,Non,0.3846525484782215,1.5035033111843594,8.0,3.0,5.0,3.0,3.0,-1.4352310552084604,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,-1.333917471769839,Homme,Logistique,6.0,Licence,-0.7070623556679151,Non,0.03210849180290957,-1.5672384056560984,5.350515463917525,1.0,2.0,0.0,3.0,0.45927053764630676,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
224,-1.7610364588488476,Homme,Support Client,2.0,Licence,-1.141063096340452,Oui,-1.4662037490671662,0.7138840125682417,2.0,1.0,4.0,3.0,3.0,1.7617403827339593,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
499,0.2891346791303935,Homme,Marketing,7.0,Secondaire,-0.6148629122959499,Oui,-1.4662037490671662,-0.6313933109999588,0.0,0.0,5.0,2.0,2.0,-0.9616056569947686,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
358,0.03286328688298834,Homme,Recherche et Développement,23.0,Licence,1.489374639939368,Non,1.5304207326729853,0.09973566920015016,20.0,1.0,5.0,2.0,0.0,-1.6720437543153064,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
298,1.1433726532884105,Femme,Finance,7.0,Licence,-0.1474450522698108,Non,-0.05602752236591842,-1.0700706991200242,3.0,1.2,1.0,0.0,1.0,-0.7247929578879228,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,-0.8213746872750287,Homme,Informatique,2.0,Secondaire,-0.9721079135331809,Oui,-0.7611156357165423,0.7138840125682417,1.0,1.0,5.0,3.0,2.0,-0.48798025878107687,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
344,-1.7610364588488476,Homme,Recherche et Développement,2.0,Master,-0.7845214979988565,Oui,0.12024450597173755,0.5091678981122112,2.0,1.0,2.0,3.0,3.0,-0.9616056569947686,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
47,-1.1630698769382355,Femme,Ressources Humaines,9.0,Master,0.25175542159970804,Non,-1.2017957065606821,1.6204839480163769,5.0,0.0,1.0,2.0,3.0,1.7617403827339593,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
152,1.4850678429516173,Femme,Production,32.0,Secondaire,0.4764525429806309,Non,-1.1136596923918543,-0.8653545846639937,1.0,0.0,1.0,3.0,3.0,1.5249276836271133,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22,-0.05256051053281337,Homme,Administration,20.0,Master,1.1259496181834694,Oui,-0.6729796215477143,1.0063356046482852,1.0,1.0,1.0,4.0,2.0,-1.3168247056550375,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,0.2891346791303935,Homme,Informatique,7.0,Master,0.11852202686233759,Non,0.9134686334911895,-0.5144126741679413,0.0,0.0,1.0,2.0,2.0,1.4065213340736904,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.11828708429879005,Homme,Ressources Humaines,9.0,Licence,-0.27021049628550536,Oui,-0.2322995507035744,-0.30969655971191085,3.0,2.0,5.0,2.0,1.0,-1.7904501038687293,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
221,1.4850678429516173,Homme,Ressources Humaines,10.8,Master,1.988563344945649,Non,-0.8492516498853703,-1.1870513359520416,21.0,3.0,5.0,1.0,3.0,0.10405148898603793,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41,0.024056709829812936,Homme,Administration,9.0,Licence,-0.2082435286403891,Non,-0.4967075932100583,-0.3389417189199152,2.0,0.0,2.0,3.0,3.0,0.10405148898603793,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,0.716253666209402,Homme,Logistique,14.0,Master,0.5469797911481032,Non,-1.6424757774048222,1.064825923064294,9.0,0.0,3.0,3.0,0.0,1.0513022854134215,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
425,0.8016774636252038,Femme,Recherche et Développement,10.8,Master,0.4607359025635488,Oui,-0.05602752236591842,-0.030571112343143542,0.0,0.0,2.0,3.0,3.0,-1.6720437543153064,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
270,-1.5047650666014425,Femme,Informatique,1.0,Secondaire,-1.115092584343844,Non,-0.020591392957833063,0.4214324204881981,0.0,1.0,2.0,2.0,1.0,-0.7247929578879228,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-0.9067984846908305,Homme,Commercial,6.0,Licence,-0.38299558223482505,Oui,-0.1441635365347464,0.7138840125682417,1.0,1.0,3.0,3.0,1.0,1.2881149845202675,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,-1.7610364588488476,Femme,Commercial,2.0,Licence,-0.9193198054950157,Oui,-0.5848436073788863,-0.57290299258395,1.0,1.0,4.0,4.0,2.0,1.0513022854134215,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,-1.4193412691856406,Femme,Logistique,3.0,Secondaire,-1.106470561319574,Non,-0.1441635365347464,-1.5379932464480939,1.0,0.0,4.0,1.0,0.0,0.22245783853946088,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
490,-0.8213746872750287,Femme,Support Client,4.0,Secondaire,-1.1466614678691274,Non,-0.7611156357165423,1.5912387888083726,5.350515463917525,1.0,2.0,2.0,3.0,-0.9616056569947686,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
217,-1.2484936743540374,Femme,Ressources Humaines,2.0,Licence,-1.0144725023697392,Oui,-0.2322995507035744,-0.39743203733592397,2.0,0.0,2.0,0.0,4.0,-0.8431993074413457,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
48,1.1433726532884105,Homme,Production,8.0,Licence,-0.6258288422620338,Non,-0.020591392957833063,1.561993629600368,8.0,3.0,3.0,3.0,2.0,-1.5536374047618835,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
334,1.4850678429516173,Homme,Marketing,16.0,Master,1.2306672095602875,Non,0.2965165343093935,1.0063356046482852,0.0,0.0,3.0,4.0,0.0,0.45927053764630676,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,1.4850678429516173,Homme,Marketing,12.0,Licence,0.14446888051709086,Oui,-0.5848436073788863,0.9770904454402809,8.0,0.0,3.0,3.0,1.0,0.10405148898603793,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
357,0.2891346791303935,Femme,Informatique,26.0,Secondaire,0.012164619119581868,Non,-0.2322995507035744,0.5676582165282199,26.0,4.0,2.0,3.0,1.0,-1.3168247056550375,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
223,1.5704916403674192,Femme,Logistique,26.0,Master,1.5337778854045399,Oui,0.12024450597173755,0.18747114682416324,12.0,2.0,2.0,4.0,3.0,1.6433340331805364,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
117,-1.4193412691856406,Homme,Production,10.8,Licence,-1.142562804400958,Oui,-0.5848436073788863,1.2402968783123203,1.0,1.0,3.0,2.0,0.0,-1.6720437543153064,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
226,0.5454060713777986,Femme,Logistique,19.0,Master,0.8338619985453894,Non,1.1778766759976733,-0.6021481517919545,11.0,1.2,5.0,1.0,3.0,-1.7904501038687293,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
276,-1.2484936743540374,Femme,Marketing,0.0,Licence,-1.1221808543766463,Non,-0.8492516498853703,1.1525614006883071,0.0,1.0,1.0,1.0,1.0,4.921082158802247e-05,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
304,1.1433726532884105,Homme,Production,21.0,Licence,0.33142690741044145,Non,0.4727885626470495,1.70821942564039,15.0,3.0,2.894845360824742,3.0,4.0,0.3408641880928838,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
227,0.024056709829812936,Homme,Production,24.0,Secondaire,0.11819542633819512,Non,-0.6729796215477143,-0.2804514005039065,1.0,1.0,2.0,2.0,2.0,-0.48798025878107687,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
31,-1.5901888640172441,Homme,Production,1.0,Secondaire,-1.2466087296821897,Non,-0.40857157904123037,0.5091678981122112,0.0,1.0,1.0,4.0,0.0,-0.25116755967423093,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
496,0.716253666209402,Femme,Informatique,2.0,Secondaire,-0.9840992306572175,Oui,-0.40857157904123037,-1.0993158583280285,0.0,1.0,2.0,3.0,1.0,1.5249276836271133,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
492,0.11828708429879005,Femme,Commercial,7.0,Master,-0.16269487320980588,Non,1.5304207326729853,-0.030571112343143542,5.0,2.0,2.0,3.0,3.0,0.8144895863065756,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,-0.3942557001960202,Homme,Finance,10.0,Master,0.012164619119581868,Oui,0.4727885626470495,-0.5436578333759458,10.0,4.0,2.0,3.0,3.0,0.22245783853946088,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,0.3745584765461952,Femme,Informatique,5.0,Doctorat,0.4204740209884308,Non,1.2660126901665014,-0.10498044525588035,2.0,1.0,2.894845360824742,0.0,3.0,4.921082158802247e-05,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
385,-0.8213746872750287,Homme,Informatique,11.0,Doctorat,0.012164619119581868,Non,0.20838052014056554,0.0704905099921458,5.0,2.0,2.0,2.0,2.0,-0.3695739092276539,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
146,0.5454060713777986,Homme,Logistique,9.0,Licence,-0.47304673275982484,Non,1.6185567468418132,-1.304031972784059,8.0,1.0,5.0,3.0,3.0,-1.4352310552084604,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
228,0.11828708429879005,Femme,Marketing,5.0,Doctorat,-0.057367358239315346,Oui,-1.0255236782230261,0.9770904454402809,1.0,0.0,2.0,3.0,2.0,-1.0800120065481915,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
506,-0.05256051053281337,Homme,Production,10.0,Master,0.01896945543534148,Non,-0.05602752236591842,0.4214324204881981,0.0,0.0,1.0,3.0,2.0,-0.3695739092276539,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
350,-0.5651032950276236,Femme,Recherche et Développement,16.0,Licence,0.9973694153660368,Oui,-0.40857157904123037,-1.450257768824081,8.0,1.0,1.0,3.0,1.0,-0.9616056569947686,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81,-1.2484936743540374,Homme,Production,6.0,Secondaire,-0.7236907077955009,Non,-1.4662037490671662,-1.7134642016961201,5.0,2.0,3.0,3.0,1.0,-0.014354860567385028,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
388,0.024056709829812936,Homme,Marketing,5.0,Secondaire,-0.8496079045724432,Oui,-0.4967075932100583,1.6497291072243812,5.350515463917525,1.0,3.0,3.0,0.0,-1.4352310552084604,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
158,-1.5901888640172441,Homme,Marketing,4.0,Licence,-0.5664013956535802,Non,-0.3204355648724024,-1.0408255399120199,0.0,0.0,2.0,2.0,3.0,0.22245783853946088,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
142,0.5454060713777986,Homme,Finance,4.0,Licence,-0.6156857609663159,Oui,-1.2899317207295102,-1.128561017536033,2.0,0.0,4.0,0.0,0.0,0.8144895863065756,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,0.20371088171459176,Femme,Production,7.0,Licence,-0.44165672938027306,Oui,-1.3780677348983381,0.8893549678162679,6.0,1.0,1.0,1.0,1.0,-0.9616056569947686,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
140,-1.2484936743540374,Homme,Commercial,1.0,Master,-0.9624795454309879,Non,0.4727885626470495,-0.5436578333759458,0.0,1.2,2.0,2.0,4.0,-0.25116755967423093,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,-1.0776460795224339,Homme,Marketing,9.0,Master,0.3640459905009887,Oui,1.2660126901665014,0.3629421020721894,8.0,0.0,4.0,0.0,1.0,-0.014354860567385028,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
283,0.716253666209402,Homme,Ressources Humaines,16.0,Licence,0.49916224303036777,Oui,-1.6424757774048222,-0.030571112343143542,6.0,0.0,3.0,3.0,0.0,-1.0800120065481915,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
509,-1.0776460795224339,Femme,Finance,8.0,Secondaire,-0.6507756981988738,Non,1.6185567468418132,0.8601098086082635,0.0,1.0,1.0,2.0,3.0,1.0513022854134215,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,-1.6756126614330458,Homme,Production,2.0,Licence,-1.0397932755144312,Non,-0.4967075932100583,1.4157678335603463,1.0,0.0,3.0,2.0,2.0,-0.014354860567385028,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
59,0.3745584765461952,Homme,Production,16.0,Master,0.4708160872918965,Oui,0.20838052014056554,-0.6313933109999588,5.0,0.0,1.0,2.0,1.0,-1.0800120065481915,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,0.6308298687936003,Femme,Marketing,10.8,Master,1.988563344945649,Non,-0.6729796215477143,-0.39743203733592397,10.0,4.0,1.0,2.0,3.0,-0.8431993074413457,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
